zip,provider,zone
19095                                                                                                                    ,Comcast,A
19096                                                                                                                    ,Comcast,A
19096,Comcast,A
19102                                                                                                                    ,Comcast,A
19103                                                                                                                    ,Comcast,A
19104,Comcast,A
19105                                                                                                                    ,Comcast,A
19106                                                                                                                    ,Comcast,A
19107                                                                                                                    ,Comcast,A
19108                                                                                                                    ,Comcast,A
19111,Comcast,A
19111                                                                                                                    ,Comcast,A
19114                                                                                                                    ,Comcast,A
19115                                                                                                                    ,Comcast,A
19115                                                                                                                    ,Comcast,A
19116                                                                                                                    ,Comcast,A
19116                                                                                                                    ,Comcast,A
19118                                                                                                                    ,Comcast,A
19118                                                                                                                    ,Comcast,A
19119                                                                                                                    ,Comcast,A
19120                                                                                                                    ,Comcast,A
19121,Comcast,A
19121                                                                                                                    ,Comcast,A
19121                                                                                                                    ,Comcast,A
19122                                                                                                                    ,Comcast,A
19122                                                                                                                    ,Comcast,A
19123                                                                                                                    ,Comcast,A
19124                                                                                                                    ,Comcast,A
19125                                                                                                                    ,Comcast,A
19125                                                                                                                    ,Comcast,A
19126                                                                                                                    ,Comcast,A
19126                                                                                                                    ,Comcast,A
19127,Comcast,A
19128,Comcast,A
19129,Comcast,A
19130                                                                                                                    ,Comcast,A
19131,Comcast,A
19132,Comcast,A
19133                                                                                                                    ,Comcast,A
19134                                                                                                                    ,Comcast,A
19135                                                                                                                    ,Comcast,A
19136                                                                                                                    ,Comcast,A
19137                                                                                                                    ,Comcast,A
19138                                                                                                                    ,Comcast,A
19138                                                                                                                    ,Comcast,A
19139,Comcast,A
19140,Comcast,A
19140                                                                                                                    ,Comcast,A
19141                                                                                                                    ,Comcast,A
19142,Comcast,A
19142                                                                                                                    ,Comcast,A
19143,Comcast,A
19143                                                                                                                    ,Comcast,A
19143                                                                                                                    ,Comcast,A
19144,Comcast,A
19144                                                                                                                    ,Comcast,A
19145                                                                                                                    ,Comcast,A
19146                                                                                                                    ,Comcast,A
19146                                                                                                                    ,Comcast,A
19147                                                                                                                    ,Comcast,A
19148                                                                                                                    ,Comcast,A
19149                                                                                                                    ,Comcast,A
19150                                                                                                                    ,Comcast,A
19151,Comcast,A
19152                                                                                                                    ,Comcast,A
19153                                                                                                                    ,Comcast,A
19154                                                                                                                    ,Comcast,A
19301,Comcast,A
19310,Comcast,A
19310,Comcast,A
19311,Comcast,A
19312,Comcast,A
19312,Comcast,A
19316,Comcast,A
19317,Comcast,A
19317,Comcast,A
19319,Comcast,A
19320,Comcast,A
19330,Comcast,A
19331,Comcast,A
19331,Comcast,A
19333,Comcast,A
19335,Comcast,A
19341,Comcast,A
19342,Comcast,A
19343,Comcast,A
19344,Comcast,A
19344,Comcast,A
19345,Comcast,A
19346,Comcast,A
19347,Comcast,A
19348,Comcast,A
19350,Comcast,A
19352,Comcast,A
19353,Comcast,A
19354,Comcast,A
19355,Comcast,A
19355,Comcast,A
19357,Comcast,A
19358,Comcast,A
19360,Comcast,A
19362,Comcast,A
19363,Comcast,A
19365,Comcast,A
19366,Comcast,A
19367,Comcast,A
19369,Comcast,A
19372,Comcast,A
19373,Comcast,A
19373,Comcast,A
19373,Comcast,A
19374,Comcast,A
19375,Comcast,A
19376,Comcast,A
19380,Comcast,A
19380,Comcast,A
19380,Comcast,A
19381,Comcast,A
19382,Comcast,A
19382,Comcast,A
19383,Comcast,A
19390,Comcast,A
19395,Comcast,A
19401,Comcast,A
19403,Comcast,A
19405,Comcast,A
19406,Comcast,A
19407,Comcast,A
19408,Comcast,A
19409,Comcast,A
19420,Comcast,A
19421,Comcast,A
19422,Comcast,A
19423,Comcast,A
19425,Comcast,A
19426,Comcast,A
19428                                                                                                                    ,Comcast,A
19428,Comcast,A
19430,Comcast,A
19432,Comcast,A
19435,Comcast,A
19436,Comcast,A
19437,Comcast,A
19438,Comcast,A
19438,Comcast,A
19438,Comcast,A
19438,Comcast,A
19440,Comcast,A
19440,Comcast,A
19442,Comcast,A
19443,Comcast,A
19444,Comcast,A
19446,Comcast,A
19446,Comcast,A
19450,Comcast,A
19450,Comcast,A
19451,Comcast,A
19452,Comcast,A
19453,Comcast,A
19454,Comcast,A
19454,Comcast,A
19456,Comcast,A
19456,Comcast,A
19457,Comcast,A
19460,Comcast,A
19460,Comcast,A
19462,Comcast,A
19464,Comcast,A
19465,Comcast,A
19468,Comcast,A
19472,Comcast,A
19473,Comcast,A
19473,Comcast,A
19473,Comcast,A
19474,Comcast,A
19475,Comcast,A
19475,Comcast,A
19477,Comcast,A
19478,Comcast,A
19480,Comcast,A
19481,Comcast,A
19481,Comcast,A
19486,Comcast,A
19490,Comcast,A
19492,Comcast,A
19503,Comcast,A
19504,Comcast,A
19505,Comcast,A
19506                                                                                                                    ,Comcast,A
19507                                                                                                                    ,Comcast,A
19510                                                                                                                    ,Comcast,A
19512,Comcast,A
19516                                                                                                                    ,Comcast,A
19517                                                                                                                    ,Comcast,A
19518,Comcast,A
19518,Comcast,A
19520,Comcast,A
19522                                                                                                                    ,Comcast,A
19525,Comcast,A
19526                                                                                                                    ,Comcast,A
19530                                                                                                                    ,Comcast,A
19533                                                                                                                    ,Comcast,A
19534                                                                                                                    ,Comcast,A
19540                                                                                                                    ,Comcast,A
19541                                                                                                                    ,Comcast,A
19544                                                                                                                    ,Comcast,A
19545,Comcast,A
19547                                                                                                                    ,Comcast,A
19547,Comcast,A
19548,Comcast,A
19549                                                                                                                    ,Comcast,A
19550,Comcast,A
19550                                                                                                                    ,Comcast,A
19551,Comcast,A
19551                                                                                                                    ,Comcast,A
19554                                                                                                                    ,Comcast,A
19555                                                                                                                    ,Comcast,A
19559                                                                                                                    ,Comcast,A
19560                                                                                                                    ,Comcast,A
19565                                                                                                                    ,Comcast,A
19567,Comcast,A
19567                                                                                                           ,Comcast,A
19601                                                                                                                    ,Comcast,A
19602                                                                                                                    ,Comcast,A
19603                                                                                                                    ,Comcast,A
19604                                                                                                                    ,Comcast,A
19605                                                                                                                    ,Comcast,A
19606                                                                                                                    ,Comcast,A
19607                                                                                                                    ,Comcast,A
19608                                                                                                                    ,Comcast,A
19609                                                                                                                    ,Comcast,A
19610                                                                                                                    ,Comcast,A
19611                                                                                                                    ,Comcast,A
19612                                                                                                                    ,Comcast,A
19701,Comcast,A
19702,Comcast,A
19703,Comcast,A
19707,Comcast,A
19710,Comcast,A
19711,Comcast,A
19713,Comcast,A
19716,Comcast,A
19717,Comcast,A
19720,Comcast,A
19732,Comcast,A
19733,Comcast,A
19735,Comcast,A
19736,Comcast,A
19801,Comcast,A
19802,Comcast,A
19803,Comcast,A
19804,Comcast,A
19805,Comcast,A
19806,Comcast,A
19807,Comcast,A
19807,Comcast,A
19808,Comcast,A
19809,Comcast,A
19810,Comcast,A
19899,Comcast,A
19901,Comcast,A
19901                                                                                                                    ,Comcast,A
19902                                                                                                                    ,Comcast,A
19903,Comcast,A
19904                                                                                                                    ,Comcast,A
19931                                                                                                                    ,Comcast,A
19933                                                                                                                    ,Comcast,A
19934,Comcast,A
19934                                                                                                              ,Comcast,A
19934                                                                                                                    ,Comcast,A
19936                                                                                                                    ,Comcast,A
19938                                                                                                                    ,Comcast,A
19940                                                                                                                    ,Comcast,A
19941                                                                                                                    ,Comcast,A
19943                                                                                                                    ,Comcast,A
19944                                                                                                                    ,Comcast,A
19946                                                                                                                    ,Comcast,A
19947                                                                                                                    ,Comcast,A
19950                                                                                                                    ,Comcast,A
19950                                                                                                                    ,Comcast,A
19951                                                                                                                    ,Comcast,A
19952                                                                                                                    ,Comcast,A
19952                                                                                                                    ,Comcast,A
19953                                                                                                                    ,Comcast,A
19953                                                                                                                    ,Comcast,A
19954                                                                                                                    ,Comcast,A
19954                                                                                                                    ,Comcast,A
19955                                                                                                                    ,Comcast,A
19956                                                                                                                    ,Comcast,A
19956                                                                                                                    ,Comcast,A
19958                                                                                                                    ,Comcast,A
19960                                                                                                                    ,Comcast,A
19960                                                                                                                    ,Comcast,A
19961                                                                                                                    ,Comcast,A
19962                                                                                                                    ,Comcast,A
19963                                                                                                                    ,Comcast,A
19963                                                                                                                    ,Comcast,A
19964,Comcast,A
19964                                                                                                                    ,Comcast,A
19964                                                                                                                    ,Comcast,A
19968                                                                                                                    ,Comcast,A
19968                                                                                                                    ,Comcast,A
19969                                                                                                                    ,Comcast,A
19971                                                                                                                    ,Comcast,A
19973                                                                                                                    ,Comcast,A
19973                                                                                                                    ,Comcast,A
19973                                                                                                                    ,Comcast,A
19975                                                                                                                    ,Comcast,A
19977                                                                                                                    ,Comcast,A
19979                                                                                                                    ,Comcast,A
19980                                                                                                                    ,Comcast,A
20001,Comcast,A
20001                                                                                                                    ,Comcast,A
20001                                                                                                                    ,Comcast,A
20002,Comcast,A
20003                                                                                                                    ,Comcast,A
20004,Comcast,A
20004,Comcast,A
20005                                                                                                                    ,Comcast,A
20006                                                                                                                    ,Comcast,A
20007,Comcast,A
20008,Comcast,A
20009                                                                                                                    ,Comcast,A
20010                                                                                                                    ,Comcast,A
20011                                                                                                                    ,Comcast,A
20012,Comcast,A
20015                                                                                                                    ,Comcast,A
20015                                                                                                                    ,Comcast,A
20016                                                                                                                    ,Comcast,A
20016                                                                                                                    ,Comcast,A
20017                                                                                                                    ,Comcast,A
20018,Comcast,A
20018                                                                                                                    ,Comcast,A
20018,Comcast,A
20019,Comcast,A
20020,Comcast,A
20024,Comcast,A
20029,Comcast,A
20032,Comcast,A
20036,Comcast,A
20037,Comcast,A
20044                                                                                                                    ,Comcast,A
20045                                                                                                                    ,Comcast,A
20057                                                                                                                    ,Comcast,A
20059                                                                                                                    ,Comcast,A
20064                                                                                                                    ,Comcast,A
20066                                                                                                                    ,Comcast,A
20071                                                                                                                    ,Comcast,A
20082                                                                                                                    ,Comcast,A
20105,Comcast,A
20106,Comcast,A
20109,Comcast,A
20109                                                                                                                    ,Comcast,A
20110,Comcast,A
20110                                                                                                                    ,Comcast,A
20111,Comcast,A
20111                                                                                                                    ,Comcast,A
20112,Comcast,A
20112                                                                                                                    ,Comcast,A
20115,Comcast,A
20117,Comcast,A
20118,Comcast,A
20119,Comcast,A
20129,Comcast,A
20131,Comcast,A
20132,Comcast,A
20135,Comcast,A
20135,Comcast,A
20136,Comcast,A
20136                                                                                                                    ,Comcast,A
20137,Comcast,A
20138,Comcast,A
20141,Comcast,A
20142,Comcast,A
20143,Comcast,A
20143                                                                                                                    ,Comcast,A
20145,Comcast,A
20146,Comcast,A
20147,Comcast,A
20148,Comcast,A
20152,Comcast,A
20155,Comcast,A
20155                                                                                                                    ,Comcast,A
20158,Comcast,A
20160,Comcast,A
20164,Comcast,A
20165,Comcast,A
20166,Comcast,A
20168,Comcast,A
20168,Comcast,A
20169,Comcast,A
20169                                                                                                                    ,Comcast,A
20170,Comcast,A
20170                                                                                                                    ,Comcast,A
20175,Comcast,A
20176,Comcast,A
20180,Comcast,A
20181,Comcast,A
20181,Comcast,A
20181                                                                                                                    ,Comcast,A
20186,Comcast,A
20187,Comcast,A
20190,Comcast,A
20190                                                                                                                    ,Comcast,A
20190,Comcast,A
20190                                                                                                                    ,Comcast,A
20191,Comcast,A
20191                                                                                                                    ,Comcast,A
20193,Comcast,A
20193,Comcast,A
20194,Comcast,A
20194                                                                                                                    ,Comcast,A
20195,Comcast,A
20195,Comcast,A
20196,Comcast,A
20196,Comcast,A
20197,Comcast,A
20198,Comcast,A
20212                                                                                                                    ,Comcast,A
20220                                                                                                                    ,Comcast,A
20232                                                                                                                    ,Comcast,A
20270                                                                                                                    ,Comcast,A
20307                                                                                                                    ,Comcast,A
20314                                                                                                                    ,Comcast,A
20317                                                                                                                    ,Comcast,A
20319                                                                                                                    ,Comcast,A
20331,Comcast,A
20331                                                                                                                    ,Comcast,A
20332                                                                                                                    ,Comcast,A
20336,Comcast,A
20372,Comcast,A
20373,Comcast,A
20374,Comcast,A
20375,Comcast,A
20388,Comcast,A
20390                                                                                                                    ,Comcast,A
20392                                                                                                                    ,Comcast,A
20393                                                                                                                    ,Comcast,A
20394                                                                                                                    ,Comcast,A
20397,Comcast,A
20397                                                                                                                    ,Comcast,A
20415                                                                                                                    ,Comcast,A
20431                                                                                                                    ,Comcast,A
20503                                                                                                                    ,Comcast,A
20506                                                                                                                    ,Comcast,A
20526                                                                                                                    ,Comcast,A
20531                                                                                                                    ,Comcast,A
20534                                                                                                                    ,Comcast,A
20542                                                                                                                    ,Comcast,A
20548                                                                                                                    ,Comcast,A
20593                                                                                                                    ,Comcast,A
20601,Comcast,A
20601                                                                                                                    ,Comcast,A
20601                                                                                                                    ,Comcast,A
20602                                                                                                                    ,Comcast,A
20603                                                                                                                    ,Comcast,A
20607,Comcast,A
20607                                                                                                                    ,Comcast,A
20610,Comcast,A
20611                                                                                                                    ,Comcast,A
20612,Comcast,A
20613,Comcast,A
20613                                                                                                                    ,Comcast,A
20615,Comcast,A
20616                                                                                                                    ,Comcast,A
20617,Comcast,A
20617                                                                                                                    ,Comcast,A
20622,Comcast,A
20623,Comcast,A
20623                                                                                                                    ,Comcast,A
20625                                                                                                                    ,Comcast,A
20629,Comcast,A
20637,Comcast,A
20637                                                                                                                    ,Comcast,A
20639,Comcast,A
20640                                                                                                                    ,Comcast,A
20645                                                                                                                    ,Comcast,A
20646                                                                                                                    ,Comcast,A
20657,Comcast,A
20658                                                                                                                    ,Comcast,A
20659,Comcast,A
20664                                                                                                                    ,Comcast,A
20675                                                                                                                    ,Comcast,A
20676,Comcast,A
20677                                                                                                                    ,Comcast,A
20678,Comcast,A
20682                                                                                                                    ,Comcast,A
20685,Comcast,A
20688,Comcast,A
20689,Comcast,A
20695                                                                                                                    ,Comcast,A
20705,Comcast,A
20705                                                                                                                    ,Comcast,A
20706,Comcast,A
20706                                                                                                                    ,Comcast,A
20707,Comcast,A
20707                                                                                                                    ,Comcast,A
20707                                                                                                                    ,Comcast,A
20708,Comcast,A
20708                                                                                                                    ,Comcast,A
20710,Comcast,A
20710                                                                                                                    ,Comcast,A
20711,Comcast,A
20711,Comcast,A
20712,Comcast,A
20712                                                                                                                    ,Comcast,A
20714,Comcast,A
20714,Comcast,A
20715,Comcast,A
20715                                                                                                                    ,Comcast,A
20716,Comcast,A
20716                                                                                                                    ,Comcast,A
20719,Comcast,A
20719                                                                                                                    ,Comcast,A
20720,Comcast,A
20720                                                                                                                    ,Comcast,A
20721,Comcast,A
20721                                                                                                                    ,Comcast,A
20722,Comcast,A
20722                                                                                                                    ,Comcast,A
20723,Comcast,A
20723,Comcast,A
20723                                                                                                                    ,Comcast,A
20732,Comcast,A
20733,Comcast,A
20735,Comcast,A
20735                                                                                                                    ,Comcast,A
20736,Comcast,A
20736,Comcast,A
20737,Comcast,A
20737                                                                                                                    ,Comcast,A
20740,Comcast,A
20740                                                                                                                    ,Comcast,A
20742,Comcast,A
20742                                                                                                                    ,Comcast,A
20743,Comcast,A
20743                                                                                                                    ,Comcast,A
20744,Comcast,A
20744                                                                                                                    ,Comcast,A
20745,Comcast,A
20745                                                                                                                    ,Comcast,A
20746,Comcast,A
20746                                                                                                                    ,Comcast,A
20747,Comcast,A
20747                                                                                                                    ,Comcast,A
20748,Comcast,A
20748                                                                                                                    ,Comcast,A
20751,Comcast,A
20754,Comcast,A
20754,Comcast,A
20755,Comcast,A
20758,Comcast,A
20758,Comcast,A
20759,Comcast,A
20762,Comcast,A
20762                                                                                                                    ,Comcast,A
20763,Comcast,A
20764,Comcast,A
20765,Comcast,A
20769,Comcast,A
20769                                                                                                                    ,Comcast,A
20770,Comcast,A
20770                                                                                                                    ,Comcast,A
20772,Comcast,A
20772                                                                                                                    ,Comcast,A
20774,Comcast,A
20774                                                                                                                    ,Comcast,A
20776,Comcast,A
20776,Comcast,A
20776,Comcast,A
20777,Comcast,A
20777                                                                                                                    ,Comcast,A
20778,Comcast,A
20779,Comcast,A
20779,Comcast,A
20779,Comcast,A
20781,Comcast,A
20781                                                                                                                    ,Comcast,A
20782,Comcast,A
20782                                                                                                                    ,Comcast,A
20783,Comcast,A
20783                                                                                                                    ,Comcast,A
20783                                                                                                                    ,Comcast,A
20784,Comcast,A
20784                                                                                                                    ,Comcast,A
20785,Comcast,A
20785                                                                                                                    ,Comcast,A
20788,Comcast,A
20788                                                                                                                    ,Comcast,A
20794,Comcast,A
20799,Comcast,A
20812                                                                                                                    ,Comcast,A
20814                                                                                                                    ,Comcast,A
20815                                                                                                                    ,Comcast,A
20816                                                                                                                    ,Comcast,A
20817                                                                                                                    ,Comcast,A
20818                                                                                                                    ,Comcast,A
20832                                                                                                                    ,Comcast,A
20833                                                                                                                    ,Comcast,A
20837                                                                                                                    ,Comcast,A
20838                                                                                                                    ,Comcast,A
20839                                                                                                                    ,Comcast,A
20841                                                                                                                    ,Comcast,A
20842,Comcast,A
20842                                                                                                                    ,Comcast,A
20850                                                                                                                    ,Comcast,A
20851                                                                                                                    ,Comcast,A
20852,Comcast,A
20852                                                                                                                    ,Comcast,A
20853                                                                                                                    ,Comcast,A
20854                                                                                                                    ,Comcast,A
20855                                                                                                                    ,Comcast,A
20857                                                                                                                    ,Comcast,A
20859                                                                                                                    ,Comcast,A
20860                                                                                                                    ,Comcast,A
20861                                                                                                                    ,Comcast,A
20862                                                                                                                    ,Comcast,A
20866                                                                                                                    ,Comcast,A
20868                                                                                                                    ,Comcast,A
20871,Comcast,A
20871                                                                                                                    ,Comcast,A
20872                                                                                                                    ,Comcast,A
20874                                                                                                                    ,Comcast,A
20876                                                                                                                    ,Comcast,A
20877                                                                                                                    ,Comcast,A
20878                                                                                                                    ,Comcast,A
20879                                                                                                                    ,Comcast,A
20880                                                                                                                    ,Comcast,A
20882                                                                                                                    ,Comcast,A
20886                                                                                                                    ,Comcast,A
20889                                                                                                                    ,Comcast,A
20892                                                                                                                    ,Comcast,A
20894                                                                                                                    ,Comcast,A
20895                                                                                                                    ,Comcast,A
20896                                                                                                                    ,Comcast,A
20899                                                                                                                    ,Comcast,A
20901                                                                                                                    ,Comcast,A
20902                                                                                                                    ,Comcast,A
20903,Comcast,A
20903                                                                                                                    ,Comcast,A
20903                                                                                                                    ,Comcast,A
